scriptures,numbers
"No scriptures",4202
"No scriptures",4203
"No scriptures",4204
"No scriptures",4205
"No scriptures",4206
"No scriptures",4207
"No scriptures",4208
"No scriptures",4209
"No scriptures",4210
"No scriptures",4211
"No scriptures",4212
"No scriptures",4213
"No scriptures",4214
"No scriptures",4215
"No scriptures",4216
"No scriptures",4217
"No scriptures",4218
"No scriptures",4219
"No scriptures",4220
"No scriptures",4221
"No scriptures",4222
"No scriptures",4223
"No scriptures",4224
"No scriptures",4225
"No scriptures",4226
"No scriptures",4227
"No scriptures",4228
"No scriptures",4229
"No scriptures",4230
"No scriptures",4231
"No scriptures",4232
"No scriptures",4233
"No scriptures",4234
"No scriptures",4235
"No scriptures",4236
"No scriptures",4237
"No scriptures",4238
"No scriptures",4239
"No scriptures",4240
"No scriptures",4241
"No scriptures",4242
"No scriptures",4243
"No scriptures",4244
"No scriptures",4245
"No scriptures",4246
"No scriptures",4247
"No scriptures",4248
"No scriptures",4249
"No scriptures",4250
"No scriptures",4251
"No scriptures",4252
"No scriptures",4253
"No scriptures",4254
"No scriptures",4255
"No scriptures",4256
"No scriptures",4257
"No scriptures",4258
"No scriptures",4259
"No scriptures",4260
"No scriptures",4261
"No scriptures",4262
"No scriptures",4263
"No scriptures",4264
"Genesis 49, Hebrews, Doctrine and Covenants",4265
"No scriptures",4266
"No scriptures",4267
"No scriptures",4268
"No scriptures",4269
"No scriptures",4270
"No scriptures",4271
"No scriptures",4272
"No scriptures",4273
"Bible, Psalms, Psalms 51, Ps. 102, Song of Solomon, Song, Book of Mormon",4274
"No scriptures",4275
"No scriptures",4276
"No scriptures",4277
"No scriptures",4278
"No scriptures",4279
"No scriptures",4280
"No scriptures",4281
"No scriptures",4282
"No scriptures",4283
"No scriptures",4284
"No scriptures",4285
"No scriptures",4286
"No scriptures",4287
"No scriptures",4288
"No scriptures",4289
"No scriptures",4290
"No scriptures",4291
"No scriptures",4292
"No scriptures",4293
"No scriptures",4294
"No scriptures",4295
"No scriptures",4296
"No scriptures",4297
"No scriptures",4298
"No scriptures",4299
"No scriptures",4300
"No scriptures",4301
"No scriptures",4302
"Isaiah 29",4303
"No scriptures",4304
"No scriptures",4305
"No scriptures",4306
"No scriptures",4307
"No scriptures",4308
"No scriptures",4309
"No scriptures",4310
"No scriptures",4311
"No scriptures",4312
"No scriptures",4313
"No scriptures",4314
"No scriptures",4315
"No scriptures",4316
"No scriptures",4317
"No scriptures",4318
"No scriptures",4319
"No scriptures",4320
"No scriptures",4321
"No scriptures",4322
"No scriptures",4323
"No scriptures",4324
"No scriptures",4325
"No scriptures",4326
"No scriptures",4327
"No scriptures",4328
"No scriptures",4329
"No scriptures",4330
"No scriptures",4331
"No scriptures",4332
"No scriptures",4333
"No scriptures",4334
"No scriptures",4335
"No scriptures",4336
"No scriptures",4337
"No scriptures",4338
"No scriptures",4339
"No scriptures",4340
"No scriptures",4341
"No scriptures",4342
"No scriptures",4343
"No scriptures",4344
"No scriptures",4345
"No scriptures",4346
"No scriptures",4347
"No scriptures",4348
"No scriptures",4349
"No scriptures",4350
"No scriptures",4351
"No scriptures",4352
"No scriptures",4353
"No scriptures",4354
"Numbers",4355
"No scriptures",4356
"No scriptures",4357
"No scriptures",4358
"No scriptures",4359
"No scriptures",4360
"No scriptures",4361
"No scriptures",4362
"No scriptures",4363
"No scriptures",4364
"No scriptures",4365
"No scriptures",4366
"No scriptures",4367
"No scriptures",4368
"No scriptures",4369
"No scriptures",4370
"No scriptures",4371
"No scriptures",4372
"No scriptures",4373
"No scriptures",4374
"No scriptures",4375
"No scriptures",4376
"No scriptures",4377
"No scriptures",4378
"No scriptures",4379
"No scriptures",4380
"No scriptures",4381
"No scriptures",4382
"No scriptures",4383
"No scriptures",4384
"No scriptures",4385
"No scriptures",4386
"No scriptures",4387
"No scriptures",4388
"No scriptures",4389
"No scriptures",4390
"No scriptures",4391
"No scriptures",4392
"No scriptures",4393
"No scriptures",4394
"No scriptures",4395
"No scriptures",4396
"No scriptures",4397
"No scriptures",4398
"No scriptures",4399
"No scriptures",4400
"No scriptures",4401
"No scriptures",4402
"No scriptures",4403
"No scriptures",4404
"No scriptures",4405
"No scriptures",4406
"No scriptures",4407
"No scriptures",4408
"No scriptures",4409
"No scriptures",4410
"No scriptures",4411
"No scriptures",4412
"No scriptures",4413
"No scriptures",4414
"No scriptures",4415
"No scriptures",4416
"No scriptures",4417
"No scriptures",4418
"No scriptures",4419
"No scriptures",4420
"No scriptures",4421
"No scriptures",4422
"Bible, Exodus",4423
"No scriptures",4424
"No scriptures",4425
"No scriptures",4426
"No scriptures",4427
"No scriptures",4428
"No scriptures",4429
"No scriptures",4430
"No scriptures",4431
"No scriptures",4432
"No scriptures",4433
"No scriptures",4434
"No scriptures",4435
"No scriptures",4436
"No scriptures",4437
"No scriptures",4438
"No scriptures",4439
"No scriptures",4440
"No scriptures",4441
"No scriptures",4442
"No scriptures",4443
"No scriptures",4444
"No scriptures",4445
"No scriptures",4446
"No scriptures",4447
"No scriptures",4448
"1 Nephi 22, Book of Mormon",4449
"No scriptures",4450
"Bible, Book of Mormon",4451
"No scriptures",4452
"No scriptures",4453
"No scriptures",4454
"No scriptures",4455
"No scriptures",4456
"No scriptures",4457
"No scriptures",4458
"No scriptures",4459
"No scriptures",4460
"No scriptures",4461
"No scriptures",4462
"No scriptures",4463
"No scriptures",4464
"No scriptures",4465
"No scriptures",4466
"No scriptures",4467
"Bible, Exodus, Exodus 20, Deuteronomy 17, Judges, Judges 8, Judges 9, 1 Samuel 8, 2 Samuel 2, 1 Kings 16, 2 Kings 11, 1 Nephi 13, 2 Nephi 10, 2 Nephi 5, Jacob 1, Omni 1, Mosiah 1, Mosiah 22, Mosiah 24, Mosiah 7, Mosiah 23, Mosiah 29, Mosiah 2, Mosiah 25, Alma 36, Alma 5, Alma 4, Alma 50, Alma 46, Alma 2, Alma 1, Alma 43, Helaman 1, 3 Nephi 3, 3 Nephi 6, 4 Nephi, 4 Nep, Book of Mormon, Ether 6, Ether 10, Hebrews, Doctrine and Covenants, D&C 101",4468
"No scriptures",4469
"No scriptures",4470
"No scriptures",4471
"No scriptures",4472
"No scriptures",4473
"No scriptures",4474
"No scriptures",4475
"No scriptures",4476
"No scriptures",4477
"Articles of Faith",4478
"No scriptures",4479
"No scriptures",4480
"No scriptures",4481
"No scriptures",4482
"No scriptures",4483
"No scriptures",4484
"No scriptures",4485
"No scriptures",4486
"No scriptures",4487
"No scriptures",4488
"No scriptures",4489
"No scriptures",4490
"No scriptures",4491
"No scriptures",4492
"No scriptures",4493
"No scriptures",4494
"No scriptures",4495
"No scriptures",4496
"No scriptures",4497
"No scriptures",4498
"No scriptures",4499
"No scriptures",4500
"No scriptures",4501
"No scriptures",4502
"No scriptures",4503
"No scriptures",4504
"No scriptures",4505
"No scriptures",4506
"No scriptures",4507
"No scriptures",4508
"No scriptures",4509
"No scriptures",4510
"No scriptures",4511
"No scriptures",4512
"No scriptures",4513
"No scriptures",4514
"No scriptures",4515
"No scriptures",4516
"No scriptures",4517
"No scriptures",4518
"No scriptures",4519
"No scriptures",4520
"No scriptures",4521
"No scriptures",4522
"No scriptures",4523
"No scriptures",4524
"No scriptures",4525
"No scriptures",4526
"No scriptures",4527
"No scriptures",4528
"No scriptures",4529
"No scriptures",4530
"No scriptures",4531
"No scriptures",4532
"No scriptures",4533
"No scriptures",4534
"No scriptures",4535
"No scriptures",4536
"No scriptures",4537
"No scriptures",4538
"No scriptures",4539
"No scriptures",4540
"No scriptures",4541
"No scriptures",4542
"No scriptures",4543
"No scriptures",4544
"No scriptures",4545
"No scriptures",4546
"No scriptures",4547
"No scriptures",4548
"No scriptures",4549
"No scriptures",4550
"No scriptures",4551
"No scriptures",4552
"No scriptures",4553
"No scriptures",4554
"No scriptures",4555
"No scriptures",4556
"No scriptures",4557
"No scriptures",4558
"No scriptures",4559
"No scriptures",4560
"No scriptures",4561
"No scriptures",4562
"No scriptures",4563
"No scriptures",4564
"No scriptures",4565
"No scriptures",4566
"No scriptures",4567
"No scriptures",4568
"No scriptures",4569
"No scriptures",4570
"No scriptures",4571
"No scriptures",4572
"No scriptures",4573
"No scriptures",4574
"No scriptures",4575
"No scriptures",4576
"No scriptures",4577
"No scriptures",4578
"No scriptures",4579
"No scriptures",4580
"No scriptures",4581
"No scriptures",4582
"No scriptures",4583
"No scriptures",4584
"No scriptures",4585
"No scriptures",4586
"No scriptures",4587
"No scriptures",4588
"No scriptures",4589
"No scriptures",4590
"No scriptures",4591
"No scriptures",4592
"No scriptures",4593
"No scriptures",4594
"No scriptures",4595
"No scriptures",4596
"No scriptures",4597
"No scriptures",4598
"No scriptures",4599
"No scriptures",4600
"No scriptures",4601
"No scriptures",4602
"No scriptures",4603
"No scriptures",4604
"No scriptures",4605
"No scriptures",4606
"No scriptures",4607
"No scriptures",4608
"No scriptures",4609
"3 Nephi 27",4610
"No scriptures",4611
"No scriptures",4612
"No scriptures",4613
"No scriptures",4614
"No scriptures",4615
"No scriptures",4616
"No scriptures",4617
"No scriptures",4618
"No scriptures",4619
"No scriptures",4620
"No scriptures",4621
"No scriptures",4622
"No scriptures",4623
"No scriptures",4624
"No scriptures",4625
"No scriptures",4626
"No scriptures",4627
"No scriptures",4628
"No scriptures",4629
"No scriptures",4630
"No scriptures",4631
"No scriptures",4632
"No scriptures",4633
"No scriptures",4634
"No scriptures",4635
"No scriptures",4636
"No scriptures",4637
"No scriptures",4638
"No scriptures",4639
"No scriptures",4640
"No scriptures",4641
"Bible, Book of Mormon, Doctrine and Covenants, D&C",4642
"No scriptures",4643
"No scriptures",4644
"No scriptures",4645
"No scriptures",4646
"No scriptures",4647
"No scriptures",4648
"No scriptures",4649
"No scriptures",4650
"No scriptures",4651
"No scriptures",4652
"No scriptures",4653
"No scriptures",4654
"No scriptures",4655
"No scriptures",4656
"No scriptures",4657
"No scriptures",4658
"No scriptures",4659
"No scriptures",4660
"No scriptures",4661
"No scriptures",4662
"No scriptures",4663
"No scriptures",4664
"No scriptures",4665
"No scriptures",4666
"No scriptures",4667
"No scriptures",4668
"No scriptures",4669
"No scriptures",4670
"No scriptures",4671
"No scriptures",4672
"No scriptures",4673
"No scriptures",4674
"No scriptures",4675
"No scriptures",4676
"No scriptures",4677
"No scriptures",4678
"No scriptures",4679
"Bible, Exodus, Exodus 35, Deuteronomy 4, Job 28, Psalms 111, Proverbs, Proverbs 1, Proverbs 15, Proverbs 29, Proverbs 2, Proverbs 9, Proverbs 11, Proverbs 31, Proverbs 24, Proverbs 4, Proverbs 3, Proverbs 7, Proverbs 8, Ecclesiastes 9, Ecclesiastes 2, Ecclesiastes, Ecclesiastes 1, Ecclesiastes 7, Isaiah 29, Isaiah 47, Je 10, Je 5, Ezekiel, Ezekiel 28, Ezek, New Testament, Matthew 5, Colossians 2, James 1, James 3",4680
"No scriptures",4681
"No scriptures",4682
"No scriptures",4683
"No scriptures",4684
"No scriptures",4685
"No scriptures",4686
"No scriptures",4687
"No scriptures",4688
"No scriptures",4689
"No scriptures",4690
"No scriptures",4691
"No scriptures",4692
"No scriptures",4693
"No scriptures",4694
"No scriptures",4695
"No scriptures",4696
"No scriptures",4697
"No scriptures",4698
"No scriptures",4699
"No scriptures",4700
"No scriptures",4701
"No scriptures",4702
"No scriptures",4703
"No scriptures",4704
"No scriptures",4705
"No scriptures",4706
"No scriptures",4707
"No scriptures",4708
"No scriptures",4709
"No scriptures",4710
"No scriptures",4711
"No scriptures",4712
"No scriptures",4713
"No scriptures",4714
"No scriptures",4715
"No scriptures",4716
"No scriptures",4717
"No scriptures",4718
"No scriptures",4719
"No scriptures",4720
"Bible, Book of Mormon",4721
"No scriptures",4722
"No scriptures",4723
"No scriptures",4724
"No scriptures",4725
"No scriptures",4726
"No scriptures",4727
"No scriptures",4728
"No scriptures",4729
"No scriptures",4730
"No scriptures",4731
"No scriptures",4732
"No scriptures",4733
"No scriptures",4734
"No scriptures",4735
"No scriptures",4736
"No scriptures",4737
"No scriptures",4738
"No scriptures",4739
"No scriptures",4740
"No scriptures",4741
"No scriptures",4742
"No scriptures",4743
"No scriptures",4744
"No scriptures",4745
"No scriptures",4746
"No scriptures",4747
"No scriptures",4748
"No scriptures",4749
"No scriptures",4750
"No scriptures",4751
"No scriptures",4752
"No scriptures",4753
"No scriptures",4754
"No scriptures",4755
"No scriptures",4756
"No scriptures",4757
"No scriptures",4758
"Bible, Book of Mormon, Ether 15, New Testament, Revelation",4759
"No scriptures",4760
"No scriptures",4761
"No scriptures",4762
"No scriptures",4763
"No scriptures",4764
"No scriptures",4765
"No scriptures",4766
"No scriptures",4767
"No scriptures",4768
"Numbers",4769
"No scriptures",4770
"No scriptures",4771
"No scriptures",4772
"No scriptures",4773
"No scriptures",4774
"No scriptures",4775
"No scriptures",4776
"No scriptures",4777
"No scriptures",4778
"No scriptures",4779
"No scriptures",4780
"No scriptures",4781
"No scriptures",4782
"No scriptures",4783
"No scriptures",4784
"Bible, Exodus 3, Ruth 3, 2 Kings 19, Psalms 19, Psalms, Ecclesiastes, Isaiah 2, 2 Corinthians 1, Galatians 3, Ephesians 2, 1 Thessalonians 2, 1 Timothy 3, 2 Timothy 4, Hebrews 5, 1 Peter 5",4785
"No scriptures",4786
"No scriptures",4787
"No scriptures",4788
"No scriptures",4789
"No scriptures",4790
"No scriptures",4791
"No scriptures",4792
"No scriptures",4793
"No scriptures",4794
"No scriptures",4795
"No scriptures",4796
"No scriptures",4797
"No scriptures",4798
"No scriptures",4799
"No scriptures",4800
"No scriptures",4801
"No scriptures",4802
"No scriptures",4803
"No scriptures",4804
"No scriptures",4805
"No scriptures",4806
"No scriptures",4807
"No scriptures",4808
"No scriptures",4809
"No scriptures",4810
"No scriptures",4811
"No scriptures",4812
"No scriptures",4813
"No scriptures",4814
"No scriptures",4815
"No scriptures",4816
"No scriptures",4817
"No scriptures",4818
"No scriptures",4819
"No scriptures",4820
"No scriptures",4821
"No scriptures",4822
"No scriptures",4823
"No scriptures",4824
"No scriptures",4825
"No scriptures",4826
"No scriptures",4827
"No scriptures",4828
"No scriptures",4829
"No scriptures",4830
"No scriptures",4831
"No scriptures",4832
"Bible, Book of Mormon, Doctrine and Covenants",4833
"No scriptures",4834
"No scriptures",4835
"No scriptures",4836
"No scriptures",4837
"No scriptures",4838
"No scriptures",4839
"No scriptures",4840
"No scriptures",4841
"No scriptures",4842
"Bible, Genesis 7, Judges, Psalms, Psalms 3, Psalms 58, Proverbs, Proverbs 15, Isaiah 55, Isaiah 6, Amos 5, 1 Nephi 15, 1 Nephi 17, 1 Nephi, 2 Nephi 29, 2 Nephi 27, 2 Nephi, Mosiah 3, Mosiah 5, Alma 41, Alma 36, Book of Mormon, New Testament, Matthew 10, Matthew 13, Hebrews",4843
"No scriptures",4844
"No scriptures",4845
"No scriptures",4846
"No scriptures",4847
"No scriptures",4848
"Abraham 1",4849
"Book of Mormon, Revelation",4850
"No scriptures",4851
"Bible, Genesis, Acts 17, Revelation",4852
"No scriptures",4853
"No scriptures",4854
"Romans",4855
"Bible",4856
"Bible, Song, Book of Mormon, Hebrews, Facsimile",4857
"No scriptures",4858
"No scriptures",4859
"Leviticus 19, 2 Kings 3, Isaiah 66, Micah 6, Hebrews",4860
"No scriptures",4861
"Bible, Book of Mormon, Doctrine and Covenants",4862
"Bible, Rev.",4863
"Bible",4864
"Doctrine and Covenants",4865
"No scriptures",4866
"No scriptures",4867
"Bible, Book of Mormon, New Testament, Hebrews, Revelation, Rev.",4868
"Bible, Book of Mormon",4869
"Articles of Faith",4870
"No scriptures",4871
"No scriptures",4872
"Book of Mormon, Rev.",4873
"Book of Mormon",4874
"Bible, Amos, Helaman, Book of Mormon, New Testament, Hebrews, Doctrine and Covenants",4875
"Bible, Book of Mormon, New Testament, Matthew 7, Acts",4876
"Bible",4877
"No scriptures",4878
"Bible, Genesis 6, Genesis 8, Genesis 17, Genesis 1, Exodus 7, Ex. 32, Ex. 4, Ex. 7, 1 Samuel 15, 2 Samuel 24, Psalms 135, Psalms, Ps. 135, Isaiah 6, Je 18, Je 26, Jer. 42, Amos 7, Jonah 3, New Testament, Matthew 18, Matthew 9, Matthew 12, Matt. 6, Matt. 18, Matt. 19, Matt. 7, Matt. 16, Matt. 9, Mark 9, Luke 12, Luke 14, Luke 16, Luke 3, Acts 13, Romans, Romans 8, Rom. 7, 1 Cor. 1, 1 Tim. 3, 1 Pet. 4",4879
"No scriptures",4880
"No scriptures",4881
"No scriptures",4882
"2 Nephi 15, 2 Nephi 12, Alma 18, Book of Mormon",4883
"No scriptures",4884
"Song",4885
"John 14",4886
"No scriptures",4887
"New Testament",4888
"No scriptures",4889
"Bible, Genesis, Genesis 24, Genesis 11, Genesis 14, 2 Kings 1, Psalms, Psalms 19, Psalms 109, Isaiah 2, Isaiah 14, Isaiah 33, Isaiah 10, Malachi, 1 Nephi 13, 4 New, Book of Mormon, New Testament, Matthew 1, Matthew 5, Matthew 13, John 20, Acts, Romans 3, Revelation, Doctrine and Covenants, D&C 45, D&C 76, D&C 90, D&C 93, D&C 124, Joseph Smith—History",4890
"No scriptures",4891
"D&C 25",4892
"New Testament",4893
"Bible",4894
"No scriptures",4895
"No scriptures",4896
"No scriptures",4897
"No scriptures",4898
"No scriptures",4899
"Bible, Book of Mormon, Doctrine and Covenants, Facsimile",4900
"Book of Mormon, Doctrine and Covenants",4901
"No scriptures",4902
"Bible, books of Moses and by, Exodus 34, Exodus, John 1, Hebrews, Revelation 1",4903
"Bible, Genesis, Genesis 19, Genesis 24, Genesis 1, Genesis 2, Genesis 3, Psalms, Proverbs, Ezekiel, Ezek, Amos, Malachi, Book of Mormon, New Testament, Hebrews, Revelation, Doctrine and Covenants, Moses., Moses 2, Moses 3, Moses 4, Moses 5, Moses 1, Abraham 4",4904
"No scriptures",4905
"Bible",4906
"Bible",4907
"No scriptures",4908
"No scriptures",4909
"Book of Mormon, New Testament, Hebrews",4910
"No scriptures",4911
"No scriptures",4912
"No scriptures",4913
"Bible, Book of Mormon, Hebrews",4914
"No scriptures",4915
"No scriptures",4916
"Proverbs 11, Book of Mormon, Hebrews",4917
"Moses., Facsimile",4918
"Book of Mormon, Doctrine and Covenants",4919
"No scriptures",4920
"Book of Mormon, Revelation, Doctrine and Covenants",4921
"No scriptures",4922
"No scriptures",4923
"No scriptures",4924
"No scriptures",4925
"Bible, Book of Mormon, Mark 4, John 15, John 5, Doctrine and Covenants",4926
"No scriptures",4927
"Book of Mormon, New Testament",4928
"Exodus, Book of Mormon",4929
"Hosea",4930
"No scriptures",4931
"No scriptures",4932
"Helaman, Book of Mormon",4933
"No scriptures",4934
"Bible, New Testament",4935
"No scriptures",4936
"Bible, New Testament, Hebrews",4937
"No scriptures",4938
"Bible, New Testament, Matthew 28, John 14, Hebrews 1",4939
"No scriptures",4940
"Bible, Colossians",4941
"No scriptures",4942
"No scriptures",4943
"No scriptures",4944
"No scriptures",4945
"Bible, Book of Mormon, Hebrews, Facsimile, Articles of Faith",4946
"No scriptures",4947
"Bible, Alma 11, Book of Mormon, New Testament, Hebrews, Abraham 1",4948
"Bible, Book of Mormon, Hebrews, Facsimile",4949
"Numbers, Book of Mormon",4950
"Helaman",4951
"Bible",4952
"No scriptures",4953
"Song",4954
"Revelation, D&C 88",4955
"No scriptures",4956
"No scriptures",4957
"No scriptures",4958
"No scriptures",4959
"Matthew 7, Hebrews",4960
"No scriptures",4961
"No scriptures",4962
"No scriptures",4963
"No scriptures",4964
"No scriptures",4965
"No scriptures",4966
"No scriptures",4967
"No scriptures",4968
"Bible, Book of Mormon, Doctrine and Covenants",4969
"No scriptures",4970
"No scriptures",4971
"No scriptures",4972
"No scriptures",4973
"No scriptures",4974
"No scriptures",4975
"No scriptures",4976
"No scriptures",4977
"No scriptures",4978
"No scriptures",4979
"No scriptures",4980
"No scriptures",4981
"Book of Mormon, New Testament, Revelation",4982
"No scriptures",4983
"No scriptures",4984
"No scriptures",4985
"Book of Mormon",4986
"No scriptures",4987
"Rev.",4988
"No scriptures",4989
"No scriptures",4990
"No scriptures",4991
"No scriptures",4992
"No scriptures",4993
"No scriptures",4994
"No scriptures",4995
"No scriptures",4996
"No scriptures",4997
"No scriptures",4998
"No scriptures",4999
"No scriptures",5000
"Bible, Book of Mormon",5001
"No scriptures",5002
"Revelation",5003
"Bible, Psalms, Song, 1 Cor. 2",5004
"No scriptures",5005
"books of theosophic and cabalistic",5006
"2 John",5007
"No scriptures",5008
"No scriptures",5009
"D&C 85",5010
"Bible, Book of Mormon, Revelation, Doctrine and Covenants, Moses 7, Moses 6, Moses 5, Articles of Faith",5011
"Doctrine and Covenants",5012
"Revelation",5013
"New Testament",5014
"No scriptures",5015
"No scriptures",5016
"Song",5017
"No scriptures",5018
"Acts",5019
"No scriptures",5020
"No scriptures",5021
"Song, Hosea, Book of Mormon, Doctrine and Covenants",5022
"No scriptures",5023
"Exodus, Revelation, Doctrine and Covenants",5024
"Romans, Titus, Moses.",5025
"No scriptures",5026
"Bible, Exodus, Judges, Book of Mormon, Doctrine and Covenants, D&C 84, Moses.",5027
"New Testament",5028
"No scriptures",5029
"No scriptures",5030
"No scriptures",5031
"No scriptures",5032
"No scriptures",5033
"Bible, Helaman, Book of Mormon, New Testament",5034
"No scriptures",5035
"No scriptures",5036
"No scriptures",5037
"No scriptures",5038
"No scriptures",5039
"No scriptures",5040
"No scriptures",5041
"No scriptures",5042
"No scriptures",5043
"Exodus, Book of Mormon, Acts, Hebrews, Hebrews 7",5044
"No scriptures",5045
"No scriptures",5046
"No scriptures",5047
"No scriptures",5048
"No scriptures",5049
"No scriptures",5050
"No scriptures",5051
"No scriptures",5052
"No scriptures",5053
"Bible",5054
"No scriptures",5055
"No scriptures",5056
"Numbers, New Testament, Matt. 23",5057
"No scriptures",5058
"Hosea, Book of Mormon, Doctrine and Covenants",5059
"No scriptures",5060
"Bible, Book of Mormon",5061
"No scriptures",5062
"No scriptures",5063
"No scriptures",5064
"No scriptures",5065
"No scriptures",5066
"No scriptures",5067
"Bible, Isaiah 50, Isaiah 6, Jer., 2 Nephi, Book of Mormon, New Testament, Hebrews, Hebrews 13",5068
"No scriptures",5069
"No scriptures",5070
"Book of Mormon",5071
"No scriptures",5072
"No scriptures",5073
"No scriptures",5074
"Revelation",5075
"No scriptures",5076
"No scriptures",5077
"No scriptures",5078
"Song, Helaman, Book of Mormon",5079
"No scriptures",5080
"No scriptures",5081
"Song",5082
"No scriptures",5083
"No scriptures",5084
"No scriptures",5085
"Psalms",5086
"No scriptures",5087
"No scriptures",5088
"No scriptures",5089
"No scriptures",5090
"Doctrine and Covenants",5091
"No scriptures",5092
"No scriptures",5093
"No scriptures",5094
"Song",5095
"No scriptures",5096
"Bible, Doctrine and Covenants",5097
"No scriptures",5098
"No scriptures",5099
"No scriptures",5100
"No scriptures",5101
"No scriptures",5102
"No scriptures",5103
"No scriptures",5104
"No scriptures",5105
"No scriptures",5106
"No scriptures",5107
"Bible",5108
"No scriptures",5109
"Ezekiel, Ezek",5110
"No scriptures",5111
"No scriptures",5112
"Book of Mormon, Acts, Doctrine and Covenants, Articles of Faith",5113
"No scriptures",5114
"No scriptures",5115
"No scriptures",5116
"No scriptures",5117
"Song, Book of Mormon, Doctrine and Covenants, Ten Commandments",5118
"Book of Mormon, Revelation",5119
"No scriptures",5120
"Book of Mormon, Articles of Faith",5121
"No scriptures",5122
"No scriptures",5123
"Song",5124
"No scriptures",5125
"Hebrews",5126
"No scriptures",5127
"No scriptures",5128
"No scriptures",5129
"No scriptures",5130
"No scriptures",5131
"Bible",5132
"No scriptures",5133
"No scriptures",5134
"No scriptures",5135
"No scriptures",5136
"No scriptures",5137
"No scriptures",5138
"No scriptures",5139
"Exodus 5, John 8, John 4, John 6, John 10, John 11, John 13, John 14, John 15, John 1, John 7, John 20, John 3, John 12, John 17, John 5",5140
"No scriptures",5141
"Book of Mormon",5142
"Judges, Book of Mormon, Galatians",5143
"No scriptures",5144
"Song",5145
"No scriptures",5146
"Acts, Revelation",5147
"Bible, Genesis, Exodus, Numbers, Deuteronomy, Psalms, Hosea, Nahum, Habakkuk, New Testament, Acts, Galatians",5148
"Book of Mormon, Acts",5149
"No scriptures",5150
"No scriptures",5151
"No scriptures",5152
"No scriptures",5153
"No scriptures",5154
"Bible, Book of Mormon",5155
"Bible, Hosea, Amos, Book of Mormon, Doctrine and Covenants",5156
"New Testament",5157
"Daniel 1, Acts",5158
"Doctrine and Covenants",5159
"No scriptures",5160
"No scriptures",5161
"Proverbs",5162
"No scriptures",5163
"Books of Mormon and Doctrine, Doctrine and Covenants",5164
"No scriptures",5165
"No scriptures",5166
"No scriptures",5167
"No scriptures",5168
"No scriptures",5169
"No scriptures",5170
"No scriptures",5171
"Bible, Amos, 4 Nev, Book of Mormon, New Testament, Acts, Titus, Rev.",5172
"No scriptures",5173
"No scriptures",5174
"3 John",5175
"No scriptures",5176
"No scriptures",5177
"No scriptures",5178
"No scriptures",5179
"No scriptures",5180
"2 John",5181
"No scriptures",5182
"Bible, Ecclesiastes, Hebrews",5183
"No scriptures",5184
"Revelation",5185
"Exodus",5186
"Genesis, Exodus, Judges, Psalms, Lamentations, Colossians",5187
"Bible, 2 Ne. 25, Book of Mormon, Moroni 6, New Testament",5188
"Bible, Exodus, Ex. 33, Jer. 29, New Testament, Matt. 5, John 4, John 1, Acts 26, James 1, 2 John, Revelation",5189
"Bible, Leviticus 16, Isaiah 53, 1 Ne. 11, Alma 34, Helaman 14, 3 Nephi 27, 3 Ne. 11, 3 Ne. 27, Book of Mormon, New Testament, Matthew 27, Mark 15, Luke 23, John 19, John 14, Acts 10, Romans 6, 1 Corinthians 2, 1 Corinthians 15, 1 Cor. 15, Heb. 4, 1 Peter 3, 1 Pet. 2, Doctrine and Covenants, Doctrine and Covenants 138, Doctrine and Covenants 18, D&C 53, D&C 138, D&C 21, Moses 7, Moses., Moses 5",5190
