scriptures,numbers
"New Testament",694
"No scriptures",695
"Bible, New Testament",696
"Acts, Doctrine and Covenants 132",697
"No scriptures",698
"Bible",699
"Bible, Amos, New Testament",700
"4 Nev",701
"Genesis 9, Song, Book of Mormon, Revelation, Rev. 14, Doctrine and Covenants, D&C 64, D&C 25, D&C 88, D&C 76, D&C 89, Moses 6, Moses 7, Moses 8",702
"No scriptures",703
"No scriptures",704
"Genesis, New Testament",705
"Genesis, Book of Mormon, Revelation",706
"No scriptures",707
"No scriptures",708
"Bible",709
"No scriptures",710
"Bible, Exodus 9, New Testament, Matthew 19, Luke 16, Revelation, Doctrine and Covenants 104, Doctrine and Covenants, D&C 104",711
"Bible, Amos, 2 Ne. 10, 2 Ne. 28, Mosiah 1, Mosiah 4, Alma 1, Book of Mormon, Mormon 8, New Testament, Acts, James 1, Doctrine and Covenants, D&C 1, D&C 13, D&C 84, Articles of Faith",712
"No scriptures",713
"Bible, Genesis 17, Book of Mormon, New Testament, Acts 10",714
"No scriptures",715
"No scriptures",716
"Book of Mormon",717
"No scriptures",718
"Book of Mormon",719
"Revelation",720
"No scriptures",721
"Alma 42, Book of Mormon, Revelation, D&C 130",722
"Titus",723
"Bible, Psalms, New Testament, Acts 2, Revelation",724
"Bible, Genesis, Psalms, Psalms 82, Psalms 137, Proverbs, Ecclesiastes, Song of Solomon, Song, New Testament, Joseph Smith Translation",725
"Bible, New Testament",726
"No scriptures",727
"Doctrine and Covenants 42, D&C 132, D&C 6",728
"Book of Mormon",729
"No scriptures",730
"Book of Mormon",731
"No scriptures",732
"No scriptures",733
"Isaiah 2",734
"No scriptures",735
"No scriptures",736
"Amos",737
"Amos",738
"No scriptures",739
"No scriptures",740
"No scriptures",741
"No scriptures",742
"No scriptures",743
"No scriptures",744
"No scriptures",745
"No scriptures",746
"No scriptures",747
"No scriptures",748
"No scriptures",749
"No scriptures",750
"No scriptures",751
"No scriptures",752
"No scriptures",753
"Col.",754
"Luke 1, Luke 9, D&C 121",755
"No scriptures",756
"Book of Mormon",757
"No scriptures",758
"No scriptures",759
"2 Ne. 26, Alma 2, 3 Ne. 2, Book of Mormon, New Testament, Matt. 15, 2 Pet. 3, Doctrine and Covenants, D&C 1, D&C 121, D&C 107, D&C 59, Abr. 3",760
"Bible, Genesis, Genesis 24, New Testament, John 5, John 6, John 7, John 8, John 9, John 3, John 12, John 14, Acts 4, Acts 3, Romans 9, Romans 5, Romans 8, Romans 1, Titus 1, Hebrews 3, Revelation, Revelation 22, Revelation 17, Doctrine and Covenants, D&C 45",761
"No scriptures",762
"Mosiah 5, Mosiah 2, Book of Mormon, Romans, Rom. 8, Ephesians 1, Rev. 21, D&C 93",763
"Bible, Daniel 1, 1 Nephi 11, 1 Ne. 18, Mosiah 25, Mosiah 21, Alma 46, Alma 14, Alma 51, 3 Ne. 28, Book of Mormon, Ether 11, Ether 3, Ether 15",764
"Exodus, Nehemiah, Neh, Ezekiel, Ezek, Book of Mormon",765
"Bible, Genesis 6, Genesis 1, Genesis 44, Amos 5, Book of Mormon, Ether 3",766
"New Testament, Acts, Galatians 1, Galatians, Moses.",767
"Ex. 34, 1 Samuel 15, Ezekiel, Ezek, Ezekiel 18",768
"No scriptures",769
"Bible",770
"No scriptures",771
"No scriptures",772
"No scriptures",773
"No scriptures",774
"No scriptures",775
"No scriptures",776
"Amos",777
"No scriptures",778
"Isaiah 35",779
"No scriptures",780
"Psalms, Book of Mormon, New Testament, Luke 14, Hebrews, Jude 1, Rev. 19, D&C 78",781
"Revelation, D&C 124",782
"No scriptures",783
"Bible",784
"No scriptures",785
"Bible, Genesis, Exodus, Ex. 24, Ex. 25, Ex. 33, Psalms 13, Ps. 13, Ps. 139, Isaiah 40, D&C 130",786
"Bible, Book of Mormon, New Testament",787
"No scriptures",788
"Bible, Genesis, Exodus, Ex. 24, Ex. 25, Ex. 33, Psalms 13, Ps. 13, Ps. 139, Isaiah 40, D&C 130",789
"Bible, Genesis, Acts 17, Hebrews",790
"No scriptures",791
"No scriptures",792
"No scriptures",793
"Bible",794
"No scriptures",795
"D&C 49",796
"No scriptures",797
"No scriptures",798
"No scriptures",799
"Bible, Genesis 3, Genesis 5, Ex. 33, Numbers 12, Judg. 8, Psalms, Ps. 120, Ps. 63, Isaiah 55, Isaiah 6, Isaiah 5, Isaiah 11, Ezekiel 37, Ezekiel, Ezek, Daniel 2, Zechariah 1, 2 Ne. 5, Book of Mormon, New Testament, Matthew 16, Matthew 28, Matthew 7, Matt. 21, Matt. 16, Matt. 7, Matt. 24, Matt. 27, Matt. 22, Matt. 5, Matt. 20, Matt. 18, Matt. 11, Matt. 6, Matt. 28, Matt. 15, Matt. 14, Matt. 26, Matt. 12, Mark 8, Mark 14, Mark 1, Mark 7, Mark 10, Mark 16, Luke 10, Luke 22, Luke 20, Luke 24, Luke 13, Luke 11, Luke 12, Luke 5, Luke 6, Luke 21, John 10, John 18, John 7, John 19, John 1, John 14, John 4, John 5, John 8, John 15, John 3, John 17, John 12, John 6, Acts 1, Acts 2, Acts 3, Acts 26, Romans 6, Rom. 10, Rom. 11, Rom. 8, Rom. 6, Gal. 3, Eph. 5, Eph. 2, Eph. 6, Eph. 4, Eph. 1, Philip. 4, Col. 3, Col. 1, 2 Thes. 2, Titus 3, Heb. 1, Heb. 9, Heb. 13, Revelation 14, Revelation, Rev. 14, Rev. 1, Rev. 2, Rev. 19, Rev. 20, Rev. 3",800
"No scriptures",801
"Bible, Book of Mormon, Doctrine and Covenants",802
"No scriptures",803
"Doctrine and Covenants",804
"Ten Commandments",805
"No scriptures",806
"Moses 5",807
"No scriptures",808
"No scriptures",809
"Doctrine and Covenants 111",810
"No scriptures",811
"No scriptures",812
"Book of Mormon",813
"Genesis",814
"No scriptures",815
"Book of Mormon",816
"No scriptures",817
"Exodus, Book of Mormon",818
"Book of Mormon, Ten Commandments",819
"4 New, Book of Mormon",820
"Song, Book of Mormon, Acts 1",821
"Book of Mormon",822
"No scriptures",823
"1 Samuel 15, Book of Mormon, Rom. 6, Hebrews, D&C 130, D&C 78, D&C 43",824
"Bible, Book of Mormon",825
"Jacob 4, Book of Mormon, New Testament, Philip. 4, D&C 136",826
"D&C 138, D&C 64",827
"Isaiah 53, Matt. 6, Mark 4, Rom. 12, Gal. 6, Eph. 4, D&C 42",828
"Bible, Moses., Ten Commandments",829
"Bible, Book of Mormon, Moroni 10, Revelation, D&C 88",830
"Book of Mormon",831
"Matt. 23, Acts 10",832
"No scriptures",833
"No scriptures",834
"Doctrine and Covenants, D&C 133, D&C 88",835
"Rev.",836
"Revelation",837
"No scriptures",838
"No scriptures",839
"Genesis, Doctrine and Covenants",840
"No scriptures",841
"No scriptures",842
"No scriptures",843
"Bible, Mosiah 3, Book of Mormon, Matthew 26, Hebrews, Doctrine and Covenants 9, D&C 9, Joseph Smith Translation, JST",844
"Bible, Exodus, Psalms, Book of Mormon, New Testament, John 7, John 5, Revelation",845
"Bible, Book of Mormon, New Testament, Revelation",846
"Bible, Numbers 24, Amos, New Testament, Matt. 27, Mark 6, Mark 15, John 19, Acts, Acts 9",847
"D&C 86",848
"No scriptures",849
"No scriptures",850
"No scriptures",851
"No scriptures",852
"No scriptures",853
"Isaiah 1, Moses 6",854
"Book of Mormon, Doctrine and Covenants, D&C 88",855
"Bible, D&C 59, D&C 35",856
"No scriptures",857
"No scriptures",858
"No scriptures",859
"Bible, Judges, Book of Mormon, New Testament, Revelation",860
"Book of Mormon",861
"Book of Mormon",862
"No scriptures",863
"Bible, Psalms, Song, Book of Mormon",864
"No scriptures",865
"No scriptures",866
"No scriptures",867
"No scriptures",868
"Revelation",869
"Book of Mormon",870
"No scriptures",871
"James 1",872
"No scriptures",873
"No scriptures",874
"No scriptures",875
"Psalms, Ezekiel, Ezek, Ezekiel 1, 2 Nephi 4, Words of Mormon, Book of Mormon",876
"Amos, D&C 53, D&C 20",877
"No scriptures",878
"Bible, Book of Mormon, New Testament, Revelation",879
"No scriptures",880
"No scriptures",881
"Bible, Book of Mormon",882
"Bible",883
"No scriptures",884
"No scriptures",885
"Bible, Book of Mormon, Revelation, Doctrine and Covenants, D&C 21, D&C 47, D&C 123",886
"Ezekiel 4, Ezek, Revelation 22",887
"No scriptures",888
"No scriptures",889
"Book of Mormon, D&C 124",890
"No scriptures",891
"No scriptures",892
"No scriptures",893
"No scriptures",894
"Book of Mormon",895
"No scriptures",896
"Bible, New Testament",897
"Exodus, New Testament, Revelation",898
"New Testament",899
"Genesis, New Testament",900
"Ex. 21, Joshua 15, Helaman 5, Book of Mormon, New Testament, Matt. 10, Matt. 4, Matt. 26, Matt. 27, Matt. 6, Matt. 28, Matt. 16, Mark 3, Mark 1, Mark 14, Luke 6, Luke 5, Luke 22, Luke 23, John 15, John 12, John 13, John 6, John 7, John 20, John 17, Acts 1, Acts, Acts 2, Acts 20, Rom. 5, Col. 1, D&C 76, D&C 93, D&C 84, A of F, Joseph Smith Translation, JST",901
"Bible, Mormon 7, New Testament, Matt. 27, Matt. 26, Mark 15, Mark 14, Luke 23, Luke 22, John 18, John 19, John 13, Acts, Acts 1, Eph. 5, Doctrine and Covenants 91, D&C 91, D&C 46, Joseph Smith Translation",902
"Job 19, Je 32, Jer. 32, Mosiah 3, Book of Mormon, Moroni 10, Acts 22, Romans, Titus, Hebrews, Revelation, Revelation 5, Rev. 5",903
"No scriptures",904
"2 Chro, Amos",905
"D&C 61",906
"No scriptures",907
"Book of Mormon",908
"Book of Mormon, New Testament, Acts 26, Romans 8, Colossians 1, Col. 1, Hebrews, Hebrews 1, Hebrews 2, Revelation 1, Revelation 3, Rev. 13, Doctrine and Covenants 93",909
"No scriptures",910
"Book of Mormon",911
"No scriptures",912
"Bible, Ezekiel, Ezek, Book of Mormon, New Testament, Heb. 4, Revelation, Rev. 3, Rev. 2, D&C 76",913
"No scriptures",914
"Exodus",915
"Bible",916
"Bible, Joseph Smith Translation",917
"No scriptures",918
"Bible, Book of Mormon",919
"Bible, Book of Mormon, John 14, Revelation, D&C 93, D&C 88",920
"Book of Mormon",921
"No scriptures",922
"Bible, Genesis, Exodus, Ezekiel, Ezek, New Testament, Hebrews, Moses 1, Moses.",923
"Bible, Genesis 1, Genesis, Genesis 15, Exodus, Numbers, Deuteronomy, Judges, 2 Samuel, 1 Kings 3, 2 Kings, 2 Chronicles, 2 Chro, Nehemiah, Neh, Psalms, Psalms 82, Psalms 22, Proverbs, Ecclesiastes, Song of Solomon, Song, Isaiah 6, Isaiah 9, Lamentations, Ezekiel, Ezek, Haggai, Malachi, Book of Mormon, New Testament, John 10, Revelation, Rev., Moses 7, Joseph Smith Translation, Ten Commandments",924
"No scriptures",925
"Book of Mormon",926
"Bible, Genesis",927
"No scriptures",928
"No scriptures",929
"No scriptures",930
"Bible, Mosiah 8, Mosiah 28, Book of Mormon, Ether 3, New Testament, Doctrine and Covenants 21, Doctrine and Covenants, Moses.",931
"Book of Mormon",932
"Bible, Book of Mormon, New Testament, Acts 8",933
"Bible, Book of Mormon, New Testament, Doctrine and Covenants 1",934
"No scriptures",935
"Bible, Genesis 3, Genesis, Isaiah 14, Ezekiel, Ezekiel 2, Ezek, Book of Mormon, Doctrine and Covenants 88, Doctrine and Covenants 5, Doctrine and Covenants 37, Doctrine and Covenants 6, Doctrine and Covenants 20, Doctrine and Covenants 93, Moses 6",936
"Bible, Genesis 3, Genesis, Exodus, Deuteronomy 4, Deuteronomy 30, Deuteronomy 5, Deuteronomy 18, 1 Chronicles, 1 Chro, Nehemiah 9, Neh, Psalms, Psalms 110, Psalms 2, Psalms 78, Proverbs 3, Proverbs, Isaiah 6, Isaiah 7, Ezekiel, Ezekiel 28, Ezek, Micah, Micah 4, Micah 7, Malachi, Malachi 2, Jacob 7, Omni 1, Mosiah 3, Mosiah 27, Alma 13, Book of Mormon, New Testament, Revelation, Revelation 2, Revelation 12, Moses., Ten Commandments",937
"Book of Mormon, Hebrews",938
"Bible, Exodus 33, Isaiah 48, Isaiah 29, Amos 3, Malachi 4, Mosiah 8, Mosiah 5, Book of Mormon, Matthew 13, Doctrine and Covenants 64, Doctrine and Covenants 93, Doctrine and Covenants 22, Doctrine and Covenants 20, Doctrine and Covenants 128, Doctrine and Covenants 2, Abraham 1",939
"No scriptures",940
"No scriptures",941
"Bible, Numbers 11, Amos 3, Jacob 1, Jacob 2, Mosiah 1, Mosiah 23, Helaman 13, Book of Mormon, Moroni 10, New Testament, Matthew 16, Matthew 13, James 1, Revelation, Doctrine and Covenants 8, Doctrine and Covenants 93, Doctrine and Covenants 76, Doctrine and Covenants 131, Doctrine and Covenants 89, Doctrine and Covenants, Doctrine and Covenants 24, Doctrine and Covenants 130, Joseph Smith Translation",942
"No scriptures",943
"Bible, Genesis 1, Exodus 33, Job 11, Mosiah 3, Alma 11, Alma 12, Book of Mormon, Ether 3, New Testament, Matthew 16, Matthew 7, John 15, Romans 10, 1 Corinthians 15, Ephesians 1, Hebrews 5, Hebrews 3, Revelation, Doctrine and Covenants 76, Doctrine and Covenants 110, Doctrine and Covenants 130, Doctrine and Covenants 20, Doctrine and Covenants 93, Doctrine and Covenants 132, Doctrine and Covenants 137, Doctrine and Covenants 138, Doctrine and Covenants 128, Moses 1, Moses 7, Moses 2, Moses., Moses 5",944
"Bible, Book of Mormon, New Testament, Revelation, Doctrine and Covenants 46, Doctrine and Covenants 20",945
"Bible, Book of Mormon, New Testament, Matthew 16, Matthew 26, Mark 9, Doctrine and Covenants",946
"Bible, 1 Chri, Jacob 1, Mosiah 3, Mosiah 2, Alma 21, Alma 22, Alma 24, Helaman 14, Book of Mormon, Moroni 9, Moroni 6, New Testament, Ephesians 2, Revelation 19, Doctrine and Covenants 137, Doctrine and Covenants, Doctrine and Covenants 21, Doctrine and Covenants 35, Doctrine and Covenants 46, Doctrine and Covenants 53, Doctrine and Covenants 19, Doctrine and Covenants 138, Doctrine and Covenants 3, Doctrine and Covenants 14, Doctrine and Covenants 6",947
"No scriptures",948
"Numbers, Book of Mormon, New Testament",949
"Bible, Book of Mormon, New Testament, John 10, Acts 11",950
"Bible, Book of Mormon, Moroni 10, New Testament, Mark 16, Doctrine and Covenants 57, Doctrine and Covenants 84, Doctrine and Covenants",951
"New Testament, Articles of Faith",952
"Book of Mormon",953
"No scriptures",954
"Genesis 1",955
"Doctrine and Covenants, D&C 2, D&C 20, D&C 137, D&C 110, D&C 124, D&C 128, D&C 138",956
"Book of Mormon, Doctrine and Covenants",957
"Bible, Book of Mormon",958
"Psalms, Amos, Colossians 3, D&C 25",959
"Bible, Judg. 16, Job 30, Psalms, Psalms 22, Psalms 40, Isaiah 53, Book of Mormon, New Testament",960
"No scriptures",961
"No scriptures",962
"Bible, Book of Mormon, Matt. 16",963
"No scriptures",964
"No scriptures",965
"Bible, Genesis, Ex. 2, Ex. 33, Ex. 3, Ex. 14, Ex. 17, Ex. 13, Ex. 16, Ex. 34, Ex. 25, Ex. 28, Ex. 20, Leviticus 8, Numbers 12, Numbers 13, Numbers 14, Numbers 16, Numbers 8, Deuteronomy, Joshua 4, Ezekiel, Ezek, 1 Nephi, 1 Ne. 4, 1 Ne. 11, 1 Ne. 12, 1 Ne. 2, 1 Ne. 17, 1 Ne. 16, 1 Ne. 3, 2 Ne. 5, 2 Ne. 1, 2 Ne. 2, Jacob 1, Mosiah 3, Book of Mormon, New Testament, Rom. 5, Moses., Moses 1, Ten Commandments",966
"Bible, 4 New, Book of Mormon, Ten Commandments",967
"No scriptures",968
"Bible, Ps. 132, Mosiah 2, Book of Mormon, New Testament, John 17, Articles of Faith",969
"Bible, Book of Mormon, Moses.",970
"No scriptures",971
"books of literature and work",972
"Genesis 2, Ex. 20, Matt. 28, Mark 16, Luke 24, John 20, D&C 59",973
"No scriptures",974
"No scriptures",975
"Bible, Genesis, Genesis 50, Genesis 27, Genesis 22, Genesis 9, 1 Samuel 14, 1 Samuel 22, 1 Samuel 12, 2 Samuel 1, 2 Samuel 15, Isaiah 6, Isaiah 52, Isaiah 43, Jer. 44, Jer. 32, Ezekiel 26, Book of Mormon, D&C 47, Moses 1, Moses 4, Moses., Joseph Smith Translation",976
"No scriptures",977
"No scriptures",978
"New Testament, James 1, Moses 1",979
"Book of Mormon, Doctrine and Covenants",980
"No scriptures",981
"Bible, Genesis 19, Genesis 18, Genesis, Leviticus 19, Ezekiel, Ezek, Mosiah 4, Mosiah 1, Alma 10, Alma 17, Helaman 13, Helaman 14, Book of Mormon, Ether 2, New Testament, Matthew 22, Matthew 26, Matt. 8, Luke 10, Luke 11, Luke 13, Luke 24, Luke 22, Luke 7, John 14, John 12, John 13, Acts 10, Romans, Hebrews 13, Doctrine and Covenants, D&C 124, Joseph Smith Translation, JST",982
"Amos, Book of Mormon",983
"Book of Mormon, Matthew 5",984
"Bible, Genesis, Genesis 5, Isaiah 2, Book of Mormon, New Testament, John 15, Hebrews, Heb. 11, Jude 1, D&C 6, D&C 57, D&C 107, D&C 49, Moses 7",985
"D&C 57, D&C 124, D&C 104, D&C 105",986
"Psalms",987
"D&C 38",988
"Bible, Genesis, Genesis 9, Genesis 4, Genesis 10, Numbers, Numbers 12, Acts",989
"Bible, Book of Mormon",990
"Neh, Mosiah 1, Alma 17, Book of Mormon, Mormon 8, Moroni 10",991
"Bible",992
"Bible, Genesis 12, Micah 6, Book of Mormon, Ether 13, New Testament, Acts, Revelation, Revelation 20, Rev. 16, Rev. 20",993
"Alma 34, John 14, Doctrine and Covenants 84, D&C 101, Moses 1",994
"No scriptures",995
"Bible, Acts, Rev., D&C 55, D&C 88, D&C 93, D&C 90",996
"Alma 1, Book of Mormon, New Testament, Revelation, Doctrine and Covenants, D&C 18, D&C 28, D&C 6, D&C 20, D&C, D&C 52",997
"Bible, Genesis, Judges, Acts",998
"No scriptures",999
"Book of Mormon, New Testament",1000
"Book of Mormon",1001
"No scriptures",1002
"Mosiah 4, Book of Mormon, Doctrine and Covenants, D&C 88",1003
"No scriptures",1004
"Song",1005
"Book of Mormon",1006
"No scriptures",1007
"No scriptures",1008
"No scriptures",1009
"New Testament",1010
"Habakkuk",1011
"Bible, Acts 7, Romans, Moses.",1012
"No scriptures",1013
"Doctrine and Covenants 121",1014
"No scriptures",1015
"No scriptures",1016
"Judges",1017
"Book of Mormon",1018
"Bible, Genesis",1019
"No scriptures",1020
"No scriptures",1021
"Psalms, Hebrews",1022
"Bible, Amos, Book of Mormon",1023
"Job 23, Alma 7, Luke 22, Luke 23, John 19, Rom. 5, Philippians 3, Hebrews 5, Heb. 11, Heb. 12, Revelation 2, Doctrine and Covenants, D&C 121, D&C 122",1024
"Exodus",1025
"No scriptures",1026
"Bible, Leviticus 24, Isaiah 6, Ezekiel 34, Ezek, Mosiah 5, Mosiah 3, Alma 36, Helaman 9, Helaman 6, Book of Mormon, Matthew 10, Matthew 13, Matt. 10, Philemon, Philemo, Doctrine and Covenants, Doctrine and Covenants 88, Abraham 3",1027
"No scriptures",1028
"No scriptures",1029
"Numbers 11, Book of Mormon, Ether 12, New Testament, Heb. 12",1030
"No scriptures",1031
"Bible, Luke 10",1032
"No scriptures",1033
"Bible, Book of Mormon, Moroni 10, New Testament, Hebrews, Doctrine and Covenants, D&C 1",1034
"No scriptures",1035
"No scriptures",1036
"No scriptures",1037
"Bible",1038
"Bible, Book of Mormon",1039
"No scriptures",1040
"Book of Mormon, Rev.",1041
"No scriptures",1042
"No scriptures",1043
"No scriptures",1044
"Exodus, 2 John",1045
"Bible, 4 Nev, New Testament, Articles of Faith",1046
"Bible, Book of Mormon, Doctrine and Covenants, Articles of Faith",1047
"Book of Mormon, Philemon, Philemo, Articles of Faith",1048
"Bible, Book of Mormon",1049
"No scriptures",1050
"Bible, Genesis, Genesis 14, Exodus, Ex. 28, Ex. 20, Ex. 30, Ex. 32, Leviticus 16, Leviticus 17, Leviticus 24, Deuteronomy 32, Deuteronomy, Job 38, Job 26, Psalms 82, Psalms 118, Psalms 110, Psalms, Ps. 110, Song, Isaiah 6, Isaiah 53, Isaiah 24, Isaiah 52, Daniel 9, New Testament, Mark 1, Mark 5, Mark 3, Mark 10, Luke 1, Luke 3, Luke 4, Luke 20, John 5, John 12, John 10, John 6, John 17, 1 Cor. 8, Eph. 1, Col. 1, Hebrews, Heb. 4, Heb. 1, Heb. 10, Heb. 7, Heb. 9",1051
"No scriptures",1052
"No scriptures",1053
"No scriptures",1054
"No scriptures",1055
"No scriptures",1056
"No scriptures",1057
"Bible, Exodus, Hosea, Jonah 3, New Testament",1058
"Bible, Book of Mormon, Philip. 1, Doctrine and Covenants",1059
"Bible, Book of Mormon, New Testament, Acts, Hebrews 11, Hebrews, Revelation",1060
"Doctrine and Covenants, D&C 121, D&C 3, Moses 7",1061
"Bible, Genesis, Genesis 24, Malachi, Book of Mormon, New Testament, Matthew 26, Matthew 1, Matt. 26, Luke 22, Revelation, Doctrine and Covenants, D&C 45, D&C 47, D&C 28, D&C 35, D&C 43, Moses 1, Joseph Smith Translation, JST",1062
"Book of Mormon",1063
"Genesis, Genesis 28, Psalms 110, Amos 3, Mosiah 1, Mosiah 3, Mosiah 4, Mosiah 24, Alma 14, Alma 26, Alma 42, Alma 11, Ether 3, Matt. 7, Matt. 13, Matt. 5, Matt. 19, Mark 10, Luke 1, Rev. 19, Doctrine and Covenants 76, D&C 1, D&C 76, D&C 84, D&C 121, D&C 49, Moses 2, Moses 3, Moses 8",1064
"Isaiah 1, Jer. 8, Mosiah 1, Alma 7, Matthew 26, Matt. 26, Jude 1, D&C 122",1065
"Bible, Ps. 2, Proverbs 17, Ecclesiastes 3, Alma 26, Alma 42, Book of Mormon, New Testament, Matt. 9, Doctrine and Covenants 88, Doctrine and Covenants 45, Doctrine and Covenants, Doctrine and Covenants 59, D&C 88, D&C 59, D&C 6, D&C 63, Moses 7",1066
"No scriptures",1067
"No scriptures",1068
"Malachi 4, 1 Ne. 16, Mosiah 3, Alma 37, Alma 34, Alma 7, Moroni 7, Matt. 5, Luke 6, Luke 10, John 17, John 15, John 3, D&C 42, D&C 4, D&C 97, D&C 98, D&C 110, D&C 128, Moses 1, Moses 5",1069
"No scriptures",1070
"No scriptures",1071
"No scriptures",1072
"Bible, Ezekiel 36, Daniel 3, Mosiah 1, Alma 30, Alma 46, Book of Mormon, New Testament, Matt. 19, John 21, John 13, D&C 19",1073
"Book of Mormon, Doctrine and Covenants, D&C 1, D&C 4",1074
"Book of Mormon, New Testament, Doctrine and Covenants, Doctrine and Covenants 124, D&C 38, D&C 41, D&C 42, D&C 57",1075
"Bible, Alma 8, Book of Mormon, Rev., D&C 104, D&C 41, D&C 42, D&C 72, D&C 53, D&C 57, D&C 64, D&C 63, D&C 82, D&C 96, D&C 84",1076
"Amos, Col.",1077
"New Testament",1078
"No scriptures",1079
"Genesis, Col., Doctrine and Covenants 132",1080
"Book of Mormon",1081
"Bible",1082
"D&C 124",1083
"No scriptures",1084
"No scriptures",1085
"No scriptures",1086
"No scriptures",1087
"D&C 29",1088
"D&C 93",1089
"Isaiah 55, Mosiah 4, Alma 26, Moroni 7, New Testament, Acts 2, Acts 4, 2 Cor. 8, Doctrine and Covenants, D&C 93, D&C 63, D&C 105, D&C 42, D&C 78, D&C 64, Moses 1, Abraham 3, Abr. 3",1090
"Bible",1091
"Bible, Genesis, Judges, Ten Commandments",1092
"Bible, 1 Ne. 13, Book of Mormon, New Testament",1093
"Numbers",1094
"New Testament, Revelation, D&C 93",1095
"No scriptures",1096
"Book of Mormon",1097
"Bible, Psalms, Psalms 86, Psalms 95, Micah 6, 1 Ne. 19, 2 Ne. 26, Matt. 25, Matt. 11, Luke 2, Luke 9, John 1, John 8, James 1, D&C 11",1098
"Book of Mormon, New Testament, D&C 88, Articles of Faith",1099
"No scriptures",1100
"Ex. 20, Moroni 1, Moroni 10, 2 Timothy 3, Doctrine and Covenants 46, D&C 46, Ten Commandments",1101
"No scriptures",1102
"No scriptures",1103
"No scriptures",1104
"No scriptures",1105
"4 Nea",1106
"No scriptures",1107
"Genesis 17, Deuteronomy 6, Joshua 24, Malachi 3, Malachi, Alma 50, Book of Mormon, Ether 12, D&C 1, D&C 105, D&C 61",1108
"Bible, Book of Mormon, D&C 131, D&C 132",1109
"No scriptures",1110
"No scriptures",1111
"No scriptures",1112
"No scriptures",1113
"No scriptures",1114
"Bible, Genesis 27, Genesis 18, Genesis 50, Deuteronomy 1, Deuteronomy 9, Deuteronomy 6, Deuteronomy 25, Joshua 14, 1 Kings 19, 2 Chronicles 34, 2 Chro, Ezra 4, Nehemiah 4, Nehemiah 1, Neh, Esther 1, Psalms 71, Psalms 99, Psalms 104, Ps. 95, Ps. 99, Ps. 135, Ecclesiastes 2, Isaiah 5, Isaiah 27, Je 33, Je 16, Ezekiel 33, Daniel 9, Daniel 1, Joel 2, Joel 1, Amos 5, Malachi, Malachi 4, 1 Nephi 13, 1 Nephi 1, 1 Nephi 8, 1 Nephi 12, 2 Nephi 6, 2 Nephi 11, 2 Nephi 15, 2 Nephi 9, 2 Nephi 2, 2 Nephi 1, Jacob 4, Words of Mormon, Alma 34, Alma 45, Alma 62, Alma 9, Helaman 13, Helaman 12, Helaman 16, 3 Nephi 28, 3 Nephi 25, 3 Nephi 26, 3 Nephi 8, 3 Nephi 3, 3 Nephi 4, 3 Ne. 8, 4 Nephi, 4 Nep, Book of Mormon, Ether 14, Ether 4, Ether 6, Acts 2, 2 Peter 1, Revelation 21, Revelation 15, Doctrine and Covenants, Doctrine and Covenants 112, Doctrine and Covenants 6, D&C 112, D&C 97, D&C 61, D&C 88, D&C 133, D&C 29, D&C 2, D&C 10, D&C 128, D&C 19, D&C 84, D&C 6, D&C 138, Joseph Smith—History, Articles of Faith",1115
"No scriptures",1116
"2 Nephi 10, Moroni 6, New Testament, Mark 9",1117
"Ezra 7, New Testament, Acts, Romans 11",1118
"Bible, Book of Mormon, Matthew 10, Doctrine and Covenants 84, Ten Commandments",1119
"Genesis, Genesis 43, Genesis 34, Genesis 39, Genesis 37, Genesis 41, Genesis 40, Genesis 45, Genesis 42, Genesis 50, Ex. 13, Psalms 81, Psalms, Isaiah 32, New Testament, Matt. 21, Matt. 4, Matt. 27, Mark 12, Mark 15, Luke 20, Luke 23, John 18, Acts 8",1120
"No scriptures",1121
"Book of Mormon, Titus 1, Heb. 11, D&C 88, D&C 45, Moses 5, Moses 1, Moses 6, Abr. 3",1122
"No scriptures",1123
"Book of Mormon, Titus, Revelation",1124
"No scriptures",1125
"No scriptures",1126
"Bible, 4 Nev, Book of Mormon, New Testament",1127
"No scriptures",1128
"No scriptures",1129
"No scriptures",1130
"No scriptures",1131
"Doctrine and Covenants, D&C 104, D&C 41, D&C 58, D&C 72",1132
"Matt. 14, Doctrine and Covenants",1133
"No scriptures",1134
"No scriptures",1135
"Rev., Doctrine and Covenants 88",1136
"Acts",1137
"Bible, Genesis 1, Book of Mormon, New Testament, John 1, Doctrine and Covenants",1138
"No scriptures",1139
"Jacob 4, Alma 29, Book of Mormon, D&C 88, D&C 84",1140
"Bible",1141
"Ps. 122, Zechariah 1",1142
"No scriptures",1143
"No scriptures",1144
"No scriptures",1145
"3 Nephi 1, Luke 1, D&C 59",1146
"Bible, Genesis 17, New Testament, Matthew 7, Gal. 3, Hebrews, Rev., Abraham 3",1147
"Bible, Ezekiel, Ezek, Book of Mormon, Revelation, Doctrine and Covenants, Doctrine and Covenants 132",1148
"Bible, Rev.",1149
"No scriptures",1150
"No scriptures",1151
"No scriptures",1152
"No scriptures",1153
"New Testament",1154
"No scriptures",1155
"No scriptures",1156
"No scriptures",1157
"Bible, Song, Book of Mormon",1158
"No scriptures",1159
